LotFrontage,LotArea,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
98,8731,Lvl,1Fam,1Story,5,5,Gable,0,TA,Fa,TA,TA,No,BLQ,645,Unf,0,270,915,TA,1167,0,0,1167,0,0,1,0,3,1,TA,6,1,1972,Unf,2,495,TA,TA,0,0,216,0,126,0,0,144000
60,7350,Lvl,1Fam,1Story,5,7,Gable,0,TA,TA,TA,TA,Mn,ALQ,852,Unf,0,100,952,TA,952,0,0,952,1,0,1,0,2,1,TA,4,0,1988,Unf,2,840,TA,TA,0,0,0,0,0,0,0,139000
,10304,Lvl,1Fam,2Story,5,7,Gable,44,TA,Gd,TA,TA,No,ALQ,381,Unf,0,399,780,Ex,1088,780,0,1868,1,0,2,1,4,1,Gd,9,1,1976,Unf,2,484,TA,TA,448,96,0,0,0,0,0,197500
77,9965,Lvl,1Fam,2Story,8,5,Hip,340,Gd,TA,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,Ex,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,1,2006,RFn,3,1052,TA,TA,125,144,0,0,0,0,0,424870
,9000,Lvl,1Fam,1Story,5,3,Gable,0,TA,TA,TA,TA,No,GLQ,288,Unf,0,718,1006,TA,1006,0,0,1006,0,0,1,0,3,1,TA,5,0,,,0,0,,,0,24,0,0,0,0,0,80000
60,12180,Lvl,2fmCon,1.5Fin,4,4,Gable,0,TA,Fa,Gd,TA,No,BLQ,348,Unf,0,324,672,Fa,672,252,0,924,1,0,1,0,2,1,Fa,5,0,1941,Unf,1,280,TA,TA,0,0,0,0,0,0,0,80000
52,6240,Lvl,1Fam,1.5Fin,5,6,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,1042,1042,Ex,1042,534,0,1576,0,0,1,0,3,1,TA,8,1,1928,Unf,1,225,TA,TA,0,0,0,0,0,0,0,149000
,11200,Lvl,1Fam,1Story,6,5,Gable,85,Gd,TA,Gd,TA,No,GLQ,1258,Unf,0,40,1298,TA,1298,0,0,1298,1,0,2,0,3,1,Gd,5,1,1985,Unf,2,403,TA,TA,165,26,0,0,0,0,0,180000
75,12000,Bnk,1Fam,2Story,7,7,Gable,0,TA,TA,TA,TA,No,Rec,275,Unf,0,429,704,Ex,860,704,0,1564,0,0,1,1,3,1,Fa,7,1,1941,Unf,1,234,TA,TA,0,0,0,0,0,0,0,174500
,5700,Lvl,1Fam,1.5Fin,7,7,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,572,572,TA,572,539,0,1111,0,0,1,0,2,1,TA,5,1,1982,Unf,1,288,TA,TA,0,0,176,0,0,0,0,116900
50,9000,Lvl,1Fam,2Story,7,9,Hip,0,TA,Gd,TA,TA,No,ALQ,624,Unf,0,26,650,Ex,832,650,0,1482,0,1,1,0,3,1,TA,7,0,1930,Unf,2,324,TA,TA,0,0,0,0,0,0,0,143000
57,8280,Lvl,1Fam,1Story,6,5,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,932,932,Ex,932,0,0,932,0,0,1,0,2,1,Gd,4,1,1950,Unf,1,306,TA,TA,0,0,214,0,0,0,0,124000
134,17755,Lvl,1Fam,1Story,5,4,Gable,132,TA,TA,TA,TA,No,BLQ,176,Unf,0,1290,1466,TA,1466,0,0,1466,0,0,1,1,3,1,Fa,6,2,1959,Fin,2,528,TA,TA,0,140,0,0,100,0,0,149900
90,14115,Lvl,1Fam,1Story,6,7,Gable,0,TA,TA,TA,TA,No,ALQ,296,GLQ,547,230,1073,Ex,1811,0,0,1811,0,0,1,0,2,1,Ex,6,1,1956,Fin,2,470,TA,TA,0,0,280,0,0,0,0,230000
,5890,Lvl,1Fam,1Story,6,8,Gable,0,Gd,Gd,TA,TA,Av,ALQ,538,Unf,0,278,816,Ex,816,0,0,816,0,0,1,0,2,1,TA,5,0,2002,Unf,1,432,TA,TA,0,0,96,0,0,0,0,120500
,13700,Lvl,1Fam,2Story,7,6,Gable,288,TA,TA,TA,TA,Gd,ALQ,454,Unf,0,410,864,TA,902,918,0,1820,0,0,1,2,4,1,Gd,8,2,1965,Unf,2,492,TA,TA,60,84,0,0,273,0,0,201800
90,10768,Lvl,1Fam,1Story,5,8,Gable,0,Gd,Gd,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,TA,1437,0,0,1437,1,0,2,0,3,1,Gd,6,1,1976,RFn,2,528,TA,TA,0,21,0,0,180,0,0,218000
85,9350,Lvl,1Fam,SLvl,5,8,Gable,0,TA,Gd,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Gd,1265,0,0,1265,0,1,2,0,3,1,Gd,6,1,1965,RFn,2,502,TA,TA,0,92,0,96,0,0,0,179900
34,5001,Lvl,Twnhs,1Story,7,5,Gable,166,Gd,TA,Gd,TA,No,GLQ,904,Unf,0,410,1314,Ex,1314,0,0,1314,1,0,2,0,2,1,Gd,6,1,2008,RFn,2,626,TA,TA,172,62,0,0,0,0,0,230000
92,11932,Lvl,1Fam,1Story,8,5,Gable,186,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1580,1580,Ex,1580,0,0,1580,0,0,2,0,3,1,Gd,7,0,2008,RFn,3,830,TA,TA,0,24,0,0,0,0,0,235128
76,9120,Lvl,1Fam,2Story,6,6,Hip,270,Gd,TA,TA,TA,No,ALQ,442,Unf,0,459,901,TA,943,933,0,1876,0,0,2,1,4,1,Gd,8,1,1974,RFn,2,540,Gd,TA,0,69,0,0,0,0,0,185000
24,2280,Lvl,Twnhs,2Story,6,5,Gable,0,TA,TA,Gd,TA,No,ALQ,311,Unf,0,544,855,Fa,855,601,0,1456,0,0,2,1,3,1,TA,7,1,1978,Unf,2,440,TA,TA,26,0,0,0,0,0,0,146000
,14778,Low,1Fam,1Story,6,7,Hip,72,Gd,TA,TA,TA,No,BLQ,728,Unf,0,568,1296,Ex,1640,0,0,1640,1,0,1,0,3,1,Gd,7,1,1993,Unf,2,924,TA,TA,108,0,0,216,0,0,0,224000
109,8724,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,Gd,TA,No,BLQ,492,Unf,0,402,894,Gd,894,0,0,894,0,0,1,0,3,1,TA,5,1,1968,Fin,2,450,TA,TA,0,0,0,0,0,0,0,129000
60,12900,Lvl,Duplex,SFoyer,4,4,Gable,0,TA,TA,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,TA,1258,0,0,1258,2,0,0,2,0,2,TA,6,0,1969,Unf,2,400,Fa,TA,120,0,0,0,0,0,0,108959
,16157,Lvl,1Fam,SLvl,5,7,Gable,0,TA,TA,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,Ex,1432,0,0,1432,1,0,1,1,2,1,Gd,5,1,1978,Unf,2,588,TA,TA,168,180,0,0,0,0,0,194000
79,9541,Lvl,1Fam,1Story,7,5,Gable,268,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1502,1502,Ex,1502,0,0,1502,0,0,2,0,3,1,Gd,7,0,2009,RFn,2,644,TA,TA,0,114,0,0,0,0,0,233170
64,10475,Lvl,1Fam,1Story,8,5,Gable,72,Gd,TA,Gd,TA,Av,Unf,0,Unf,0,1694,1694,Ex,1694,0,0,1694,0,0,2,0,3,1,Gd,7,0,2008,RFn,3,776,TA,TA,160,33,0,0,0,0,0,245350
58,10852,Lvl,1Fam,2Story,6,5,Gable,0,TA,TA,Gd,TA,No,GLQ,786,Unf,0,173,959,Ex,959,712,0,1671,1,0,2,1,3,1,TA,7,1,2000,Fin,2,472,TA,TA,0,38,0,0,0,0,0,173000
120,13728,Lvl,1Fam,2Story,6,7,Hip,0,TA,TA,TA,TA,No,Rec,626,Unf,0,501,1127,Ex,1236,872,0,2108,0,0,2,0,4,1,Gd,7,2,1935,Unf,2,540,TA,TA,0,0,0,0,90,0,0,235000
118,35760,Lvl,1Fam,2Story,10,5,Hip,1378,Gd,Gd,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,Ex,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,1,1995,Fin,3,807,TA,TA,361,76,0,0,0,0,0,625000
76,9880,Lvl,1Fam,SLvl,6,6,Gable,0,TA,TA,TA,TA,Av,ALQ,522,Unf,0,574,1096,TA,1118,0,0,1118,1,0,1,0,3,1,TA,6,1,1977,Fin,1,358,TA,TA,203,0,0,0,0,576,0,171000
76,9120,Lvl,1Fam,1Story,6,6,Hip,0,TA,TA,TA,TA,No,ALQ,662,Unf,0,599,1261,Ex,1261,0,0,1261,1,0,1,0,3,1,TA,6,1,1958,RFn,2,433,TA,TA,0,0,0,0,288,0,1400,163000
35,4017,Lvl,TwnhsE,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,625,625,Ex,625,625,0,1250,0,0,2,1,2,1,Gd,5,0,2006,Fin,2,625,TA,TA,0,54,0,0,0,0,0,171900
138,18030,Bnk,1Fam,1.5Fin,5,6,Gable,0,TA,TA,TA,TA,No,Rec,152,BLQ,469,977,1598,TA,1636,971,479,3086,0,0,3,0,3,1,Ex,12,1,,,0,0,,,122,0,0,0,0,0,0,200500
80,16560,Lvl,1Fam,2Story,6,8,Gable,0,TA,TA,Gd,TA,No,Rec,503,Unf,0,449,952,TA,1170,1175,0,2345,0,0,2,1,4,1,TA,9,1,1932,Unf,2,360,TA,TA,0,0,0,0,0,0,0,239000
85,10678,Lvl,1Fam,1.5Fin,8,5,Hip,337,Gd,TA,Gd,TA,No,GLQ,700,Unf,0,983,1683,Ex,2129,743,0,2872,0,0,2,1,4,1,Gd,9,1,1992,Fin,2,541,TA,TA,0,33,0,0,0,0,0,285000
37,6951,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,TA,TA,No,ALQ,658,Unf,0,218,876,TA,923,0,0,923,1,0,1,0,3,1,TA,5,0,1984,Unf,1,264,TA,TA,362,0,0,0,0,0,0,119500
,3950,Bnk,1Fam,1.5Fin,6,8,Gable,0,TA,TA,TA,TA,No,Rec,468,Unf,0,350,818,TA,818,406,0,1224,0,0,1,0,3,1,TA,5,0,1926,Unf,1,210,TA,TA,0,0,116,0,0,0,0,115000
54,7681,Lvl,1Fam,1.5Fin,5,6,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,731,731,Ex,820,523,0,1343,0,0,1,1,3,1,TA,7,1,1921,Unf,1,186,Fa,TA,192,0,102,0,0,0,0,154900
77,8335,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,,,,,0,,0,0,0,Gd,1124,0,0,1124,0,0,1,0,3,1,TA,5,1,,,0,0,,,0,36,190,0,0,0,0,93000
,11170,Lvl,1Fam,2Story,7,5,Gable,0,TA,TA,Gd,TA,No,LwQ,1216,Unf,0,0,1216,Ex,1298,1216,0,2514,0,0,2,1,4,1,TA,8,0,1990,Fin,2,693,TA,TA,0,0,0,0,0,0,0,250000
64,5587,HLS,TwnhsE,1Story,8,5,Hip,186,Ex,TA,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Ex,1652,0,0,1652,1,1,2,0,2,1,Gd,5,1,2008,Fin,2,482,TA,TA,162,53,0,153,0,0,0,392500
160,15623,Lvl,1Fam,2Story,10,5,Hip,0,Gd,TA,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,Ex,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,2,1996,Fin,3,813,TA,TA,171,78,0,0,0,555,0,745000
60,10800,Lvl,1Fam,1Story,5,6,Hip,0,TA,TA,TA,TA,No,Rec,821,Unf,0,299,1120,Ex,1130,0,0,1130,1,0,1,0,2,1,TA,5,1,1970,Unf,2,720,TA,TA,229,0,0,0,0,0,0,120000
50,35133,Lvl,1Fam,1Story,5,4,Hip,226,TA,TA,TA,TA,Gd,Rec,1159,Unf,0,413,1572,Gd,1572,0,0,1572,1,0,1,1,3,1,TA,5,2,1963,RFn,3,995,TA,TA,0,263,0,0,263,0,0,186700
60,9738,Lvl,1Fam,1.5Fin,5,7,Gable,0,TA,Gd,TA,TA,No,BLQ,392,Unf,0,392,784,Gd,949,272,0,1221,1,0,1,0,4,1,TA,7,0,1965,Unf,1,392,TA,TA,0,0,236,0,0,0,0,104900
107,10615,Bnk,2fmCon,2Story,3,5,Gable,0,TA,TA,Fa,TA,Mn,BLQ,440,Unf,0,538,978,TA,1014,685,0,1699,1,0,2,0,3,2,TA,7,0,1920,Unf,2,420,Fa,Fa,0,74,0,0,0,0,0,95000
89,12461,Lvl,1Fam,1Story,8,5,Gable,0,Gd,TA,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Ex,1624,0,0,1624,1,0,2,0,2,1,Gd,5,1,1994,RFn,3,757,TA,TA,0,114,192,0,0,0,0,262000
68,8935,Lvl,1Fam,2Story,7,5,Gable,95,Gd,TA,Gd,TA,No,Unf,0,Unf,0,831,831,Ex,831,829,0,1660,0,0,2,1,3,1,Gd,7,0,2002,RFn,2,493,TA,TA,144,68,0,0,0,0,0,195000
60,7500,Lvl,1Fam,2Story,7,5,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,994,994,Gd,1028,776,0,1804,0,0,2,1,3,1,Gd,7,1,1999,Fin,2,442,TA,TA,140,60,0,0,0,0,0,189000
,32463,Low,2fmCon,1Story,4,4,Gable,149,TA,Gd,TA,TA,Av,BLQ,1159,Unf,0,90,1249,Ex,1622,0,0,1622,1,0,1,0,3,1,TA,7,1,1975,Fin,4,1356,TA,TA,439,0,0,0,0,0,0,168000
24,2645,Lvl,Twnhs,2Story,8,5,Gable,456,Gd,TA,Gd,TA,No,Unf,0,Unf,0,776,776,Ex,764,677,0,1441,0,0,2,1,2,1,Gd,5,0,1999,Unf,2,492,TA,TA,206,0,0,0,0,0,0,174000
60,9600,Lvl,1Fam,1.5Fin,5,8,Gambrel,0,TA,TA,TA,TA,Mn,Unf,0,Unf,0,702,702,Gd,842,630,0,1472,0,0,1,0,3,1,Gd,6,0,1925,Unf,1,250,TA,Fa,0,0,84,0,0,0,0,125000
,4500,Lvl,TwnhsE,1Story,6,5,Hip,425,TA,TA,Ex,TA,No,GLQ,883,Unf,0,341,1224,Ex,1224,0,0,1224,1,0,2,0,2,1,TA,5,0,1999,Fin,2,402,TA,TA,0,304,0,0,0,0,0,165000
80,9364,Lvl,1Fam,2Story,6,7,Gable,143,TA,TA,TA,TA,No,ALQ,371,Unf,0,292,663,TA,663,689,0,1352,0,0,1,1,4,1,TA,7,0,1969,Fin,1,299,TA,TA,379,36,0,0,0,0,0,158000
51,8029,Lvl,1Fam,2Story,6,5,Gable,0,TA,TA,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,728,728,0,1456,0,0,2,1,3,1,Gd,8,0,2005,Fin,2,400,TA,TA,100,24,0,0,0,0,0,176000
58,14054,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,Av,Unf,0,Unf,0,879,879,Ex,879,984,0,1863,0,0,2,1,4,1,Gd,9,1,2006,Fin,3,660,TA,TA,100,17,0,0,0,0,0,219210
65,8850,Bnk,1Fam,2.5Unf,7,6,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,815,815,Ex,815,875,0,1690,0,0,1,0,3,1,TA,7,1,1916,Unf,1,225,TA,TA,0,0,330,0,0,0,0,144000
70,9100,Lvl,1Fam,1Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1212,1212,Ex,1212,0,0,1212,0,0,2,0,3,1,Gd,6,0,2001,RFn,2,573,TA,TA,356,0,0,0,0,0,0,178000
75,11235,Lvl,1Fam,1Story,4,5,Gable,51,TA,TA,TA,TA,No,Rec,547,Unf,0,504,1051,Gd,1382,0,0,1382,0,0,1,1,3,1,TA,6,1,1974,Unf,2,459,TA,TA,0,82,0,0,0,0,0,148000
71,9353,Lvl,1Fam,1Story,4,5,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,864,864,Gd,864,0,0,864,0,0,1,0,3,1,TA,5,0,1972,Unf,1,280,TA,TA,0,0,0,0,0,0,0,116050
80,10400,Lvl,1Fam,2Story,7,5,Gable,0,TA,TA,Gd,TA,Av,Unf,0,Unf,0,866,866,Ex,866,913,0,1779,0,0,2,1,3,1,Gd,6,0,1998,RFn,2,546,TA,TA,198,36,0,0,0,0,0,197900
50,6000,Lvl,1Fam,1.5Fin,5,8,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,884,884,Ex,884,464,0,1348,1,0,1,0,3,1,TA,5,1,1960,Unf,1,216,TA,TA,0,0,208,0,0,0,0,117000
75,9750,Lvl,1Fam,1Story,7,5,Gable,171,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1630,1630,Ex,1630,0,0,1630,0,0,2,0,3,1,Gd,6,1,2000,Unf,2,451,TA,TA,74,234,0,0,0,0,0,213000
78,10140,Lvl,1Fam,1Story,5,6,Gable,0,TA,TA,Gd,TA,No,ALQ,788,Unf,0,268,1056,Ex,1074,0,0,1074,1,0,1,1,3,1,TA,6,0,1975,RFn,2,495,TA,TA,0,88,0,0,0,0,0,153500
90,14684,Lvl,1Fam,1Story,7,7,Hip,234,Gd,TA,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Gd,2196,0,0,2196,0,0,2,0,3,1,Gd,7,1,1990,RFn,3,701,TA,TA,84,70,0,0,0,0,0,271900
,8900,Lvl,1Fam,1Story,4,4,Gable,0,TA,TA,TA,TA,No,Rec,1056,Unf,0,0,1056,TA,1056,0,0,1056,1,0,1,0,2,1,TA,5,0,1966,Unf,1,384,TA,TA,0,42,0,0,0,0,0,107000
70,9135,Lvl,1Fam,1Story,6,5,Gable,120,Gd,TA,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,Ex,1700,0,0,1700,1,0,2,0,3,1,Gd,7,0,2003,RFn,2,544,TA,TA,192,23,0,0,0,0,0,200000
70,7763,Lvl,1Fam,1Story,5,7,Gable,0,TA,Gd,TA,TA,No,Rec,504,BLQ,108,319,931,TA,1283,0,0,1283,1,0,1,0,3,1,TA,6,0,1980,Unf,2,506,TA,TA,0,0,0,0,0,0,0,140000
85,10182,Lvl,1Fam,1Story,8,5,Hip,420,Gd,TA,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Ex,1660,0,0,1660,1,0,2,0,3,1,Gd,8,1,2006,RFn,2,500,TA,TA,322,50,0,0,0,0,0,290000
70,11218,Lvl,1Fam,2Story,6,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1055,1055,Ex,1055,790,0,1845,0,0,2,1,3,1,Gd,8,1,1992,RFn,2,462,TA,TA,635,104,0,0,0,0,400,189000
152,12134,Bnk,1Fam,1.5Fin,8,7,Gable,0,Gd,TA,Gd,TA,Av,GLQ,427,Unf,0,132,559,Gd,1080,672,0,1752,0,0,2,0,4,1,TA,8,0,1988,RFn,2,492,TA,TA,325,12,0,0,0,0,0,164000
50,9340,Lvl,1Fam,1Story,4,6,Hip,0,TA,TA,TA,TA,No,Rec,344,Unf,0,328,672,TA,672,0,0,672,1,0,1,0,2,1,TA,4,0,1941,Unf,1,234,TA,TA,0,113,0,0,0,0,0,113000
,10246,Lvl,1Fam,SLvl,4,9,Gable,0,TA,Gd,TA,Gd,Av,GLQ,648,Unf,0,0,648,Ex,960,0,0,960,1,1,0,0,0,1,TA,3,0,1965,Unf,1,364,TA,TA,88,0,0,0,0,0,0,145000
69,10205,Lvl,1Fam,SFoyer,5,5,Gable,0,TA,TA,TA,TA,Av,BLQ,784,Unf,0,141,925,TA,999,0,0,999,1,0,1,0,3,1,TA,6,0,1962,Unf,1,300,TA,TA,150,72,0,0,0,0,0,134500
99,7094,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,TA,TA,No,Rec,180,LwQ,374,340,894,TA,894,0,0,894,0,0,1,0,3,1,TA,5,0,1966,RFn,1,384,TA,TA,0,0,0,0,0,0,0,125000
68,8930,Lvl,Duplex,1.5Fin,6,5,Gable,0,TA,TA,,,,,0,,0,0,0,TA,1318,584,0,1902,0,0,2,0,4,2,TA,8,0,1978,Unf,2,539,TA,TA,0,0,0,0,0,0,0,112000
72,8640,Lvl,1Fam,1Story,8,5,Gable,72,Gd,TA,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,Ex,1314,0,0,1314,1,0,2,0,3,1,Gd,6,0,2009,RFn,2,552,TA,TA,135,112,0,0,0,0,0,229456
52,6240,Lvl,1Fam,1.5Fin,4,5,Gable,0,TA,TA,,,,,0,,0,0,0,Gd,672,240,0,912,0,0,1,0,2,1,TA,3,0,,,0,0,,,0,0,0,0,0,0,0,80500
21,1680,Lvl,Twnhs,2Story,6,5,Gable,236,TA,TA,TA,TA,No,Unf,0,Unf,0,672,672,TA,672,546,0,1218,0,0,1,1,3,1,TA,7,0,,,0,0,,,201,0,0,0,0,0,0,91500
66,7800,Lvl,1Fam,1Story,5,5,Gable,0,TA,TA,TA,TA,No,Rec,312,LwQ,600,0,912,TA,912,0,0,912,0,0,1,0,2,1,TA,5,0,1964,Unf,1,288,TA,TA,0,0,0,0,0,0,0,115000
55,8250,Lvl,1Fam,1Story,5,5,Hip,0,TA,TA,TA,TA,No,BLQ,250,LwQ,492,210,952,Ex,1211,0,0,1211,0,0,1,0,3,1,TA,5,1,1968,Unf,1,322,TA,TA,0,63,0,0,0,0,0,134000
78,10496,Lvl,1Fam,1.5Fin,6,6,Gable,320,TA,TA,TA,TA,Mn,Rec,196,Unf,0,844,1040,Ex,1168,678,0,1846,0,0,2,0,3,1,TA,7,1,1949,Unf,1,315,TA,TA,0,0,0,0,0,0,0,143000
89,10680,Lvl,1Fam,1Story,5,3,Hip,44,TA,TA,TA,Fa,No,LwQ,756,Unf,0,1380,2136,TA,2136,0,0,2136,0,0,2,0,4,1,TA,7,0,1951,Unf,2,528,TA,TA,0,30,0,0,0,0,0,137900
60,15384,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,724,Unf,0,64,788,Ex,788,702,0,1490,1,0,2,1,3,1,Gd,8,1,2004,Fin,2,388,TA,TA,100,75,0,0,0,0,0,184000
65,10482,Lvl,1Fam,SLvl,6,8,Hip,63,TA,Gd,TA,TA,Av,GLQ,507,Unf,0,81,588,Ex,1138,0,0,1138,0,1,1,0,3,1,TA,6,0,1958,RFn,1,264,TA,TA,224,0,0,0,0,0,0,145000
86,14598,Lvl,1Fam,2Story,6,5,Gable,74,Gd,TA,Gd,TA,Mn,Unf,0,Unf,0,894,894,Ex,894,1039,0,1933,0,0,2,1,4,1,Gd,9,1,2007,Fin,3,668,TA,TA,100,18,0,0,0,0,0,214000
72,8872,Lvl,1Fam,1Story,5,8,Gable,300,TA,TA,TA,TA,No,ALQ,595,Unf,0,317,912,Ex,912,0,0,912,1,0,1,0,2,1,Gd,5,0,1992,Unf,2,576,TA,TA,0,240,0,0,0,0,0,147000
65,8769,Lvl,TwnhsE,1Story,9,5,Hip,766,Ex,TA,Ex,TA,No,GLQ,1540,Unf,0,162,1702,Ex,1702,0,0,1702,1,0,1,1,1,1,Ex,7,1,2008,Fin,3,1052,TA,TA,0,72,0,0,224,0,0,367294
70,7910,Lvl,1Fam,SLvl,5,5,Hip,0,TA,TA,TA,TA,No,ALQ,666,Unf,0,409,1075,Gd,1507,0,0,1507,0,0,2,0,4,1,TA,7,0,1960,Unf,1,404,TA,TA,0,0,0,0,0,0,0,127000
,18890,Lvl,Duplex,1.5Fin,5,5,Shed,1,TA,TA,Gd,TA,No,GLQ,498,Rec,211,652,1361,Ex,1361,1259,0,2620,0,0,2,2,4,2,TA,12,1,1977,RFn,2,600,TA,TA,155,24,145,0,0,0,8300,190000
70,7728,Lvl,Duplex,SLvl,5,6,Hip,120,TA,TA,TA,TA,Av,ALQ,803,Unf,0,303,1106,TA,1190,0,0,1190,1,0,1,0,3,1,TA,6,0,1962,Unf,2,540,TA,TA,0,18,0,0,0,0,0,132500
70,9842,Lvl,Duplex,1Story,4,5,Gable,0,TA,TA,,,,,0,,0,0,0,TA,1224,0,0,1224,0,0,2,0,2,2,TA,6,0,1962,Unf,2,462,TA,TA,0,0,0,0,0,0,0,101800
,12160,Lvl,1Fam,1Story,5,5,Hip,180,TA,TA,TA,TA,No,Rec,1000,Unf,0,188,1188,Fa,1188,0,0,1188,1,0,1,0,3,1,TA,6,0,1959,RFn,2,531,TA,TA,0,0,0,0,0,0,0,142000
55,8525,Bnk,1Fam,2Story,5,6,Gable,0,TA,TA,TA,TA,Av,Unf,0,Unf,0,940,940,TA,1024,940,0,1964,0,0,1,1,4,1,TA,7,0,,,0,0,,,0,192,0,0,0,0,0,130000
96,13132,Lvl,1Fam,2Story,5,5,Gable,0,TA,TA,Gd,TA,Mn,Unf,0,Unf,0,747,747,Gd,892,892,0,1784,0,0,1,1,4,1,TA,9,0,1914,Unf,1,180,Fa,Fa,203,40,0,0,0,0,0,138887
36,2628,Lvl,Twnhs,2Story,7,5,Gable,106,Gd,TA,Gd,TA,No,Unf,0,Unf,0,764,764,Ex,764,862,0,1626,0,0,2,1,2,1,Gd,6,0,2003,RFn,2,474,TA,TA,0,27,0,0,0,0,0,175500
41,12393,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,847,847,Ex,847,1101,0,1948,0,0,2,1,4,1,Gd,8,1,2004,Fin,2,434,TA,TA,100,48,0,0,0,0,0,195000
63,13072,Lvl,1Fam,1Story,6,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1141,1141,Ex,1141,0,0,1141,0,0,1,1,3,1,TA,6,0,2005,Unf,2,484,TA,TA,0,0,0,0,0,0,0,142500
64,9037,HLS,1Fam,1Story,8,5,Hip,32,Gd,TA,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,Ex,1484,0,0,1484,0,0,2,0,2,1,Ex,6,1,2006,RFn,2,472,TA,TA,120,33,0,0,0,0,0,265900
65,8158,Lvl,1Fam,2Story,7,5,Gable,252,Gd,TA,Gd,TA,No,GLQ,550,Unf,0,334,884,Ex,884,884,0,1768,1,0,2,1,3,1,Gd,8,0,2003,RFn,2,543,TA,TA,0,63,0,0,0,0,0,224900
83,9849,Lvl,1Fam,1Story,7,6,Hip,0,Gd,TA,Gd,TA,Av,Unf,0,Unf,0,1689,1689,Ex,1689,0,0,1689,0,0,2,0,3,1,Gd,7,0,2007,RFn,3,954,TA,TA,0,56,0,0,0,0,0,248328
85,10625,Lvl,1Fam,SFoyer,7,6,Gable,81,TA,TA,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,TA,1173,0,0,1173,1,0,2,0,3,1,Gd,6,2,1974,RFn,2,528,TA,TA,0,120,0,0,0,0,0,170000
107,13891,Lvl,1Fam,1Story,10,5,Gable,,Ex,TA,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,Ex,2076,0,0,2076,1,0,2,1,2,1,Ex,7,1,2006,Fin,3,850,TA,TA,216,229,0,0,0,0,0,465000
,11435,HLS,1Fam,2Story,8,7,Gable,0,TA,TA,Gd,TA,No,Unf,0,Unf,0,792,792,Fa,792,725,0,1517,0,0,1,0,3,1,Gd,7,2,1931,Unf,2,400,TA,TA,0,0,0,0,0,0,0,230000
